Simulation number	Chl-a (ug/l)	TSM (mg/l)	a400 (1/m)	a_tot_443 (1/m)	a_ph_443 (1/m)	a_cdom_443 (1/m)	a_tsm_443 (1/m)	a_w_443 (1/m)	b_tot_443 (1/m)	b_tsm_443 (1/m)	b_w_443 (1/m)	S3400	S3412.5	S3442.5	S3490	S3510	S3560	S3620	S3665	S3673.75	S3681.25	S3708.75	S3753.75
110	6.5	1.98	2.46	1.574	0.17162	1.2363	0.15904	0.007046	1.8861	1.8823	0.0037518	0.000433409	0.000496757	0.000701492	0.001308645	0.001678421	0.002979203	0.002135985	0.001481269	0.001378521	0.001336441	0.000905898	0.000278517
111	4.73	1.59	1.92	1.2342	0.13451	0.96495	0.12771	0.007046	1.5153	1.5116	0.0037518	0.00045849	0.000523987	0.000735084	0.001356889	0.001720544	0.002924361	0.001845434	0.001247092	0.00116424	0.001123266	0.000731955	0.000224112
112	7.06	3.26	1.45	1.1805	0.18285	0.72874	0.26185	0.007046	3.103	3.0992	0.0037518	0.000987711	0.001121101	0.001548278	0.002834471	0.003591655	0.00607067	0.003787103	0.002525559	0.002335807	0.002261429	0.001527813	0.000460373
113	3.18	1.3	1.49	0.95952	0.099213	0.74884	0.10442	0.007046	1.2396	1.2359	0.0037518	0.000498398	0.00056844	0.000793491	0.00144884	0.001810229	0.002917372	0.001613947	0.001067457	0.001000102	0.000959988	0.000602691	0.000183789
114	19.18	5.16	3.58	2.6141	0.39336	1.7992	0.41446	0.007046	4.9092	4.9055	0.0037518	0.000661901	0.000756462	0.001060899	0.001987001	0.002587113	0.004913457	0.004385442	0.003192363	0.002900626	0.002847485	0.002366734	0.000732696
115	16.41	4.15	3.92	2.6595	0.34902	1.9701	0.33333	0.007046	3.9491	3.9453	0.0037518	0.000514706	0.000590668	0.000836027	0.001576546	0.002055641	0.003918939	0.003564112	0.002616836	0.002392852	0.0023479	0.001883874	0.000585971
116	12.22	4.07	0.98	1.1049	0.27843	0.49253	0.32691	0.007046	3.873	3.8693	0.0037518	0.001452995	0.001605499	0.002096524	0.003669	0.004602387	0.007632156	0.004522471	0.002943159	0.002677479	0.002602848	0.00191471	0.000577011
117	30.33	6.58	6.97	4.5975	0.55892	3.503	0.52851	0.007046	6.2592	6.2555	0.0037518	0.000455413	0.000525181	0.000751163	0.001432714	0.001884377	0.003753451	0.004219459	0.003372899	0.003054788	0.003019604	0.002906123	0.000936801
118	15.43	8.94	7.84	4.9983	0.33293	3.9402	0.71807	0.007046	8.5028	8.499	0.0037518	0.000549338	0.000640623	0.000940434	0.001837771	0.002432129	0.004868924	0.006203457	0.00541429	0.00507692	0.005043062	0.004147762	0.001290423
119	6.98	2.13	3.88	2.3094	0.18126	1.95	0.17108	0.007046	2.0287	2.0249	0.0037518	0.000304944	0.000352221	0.000506334	0.000961439	0.001247547	0.002321427	0.002055054	0.001521419	0.001423939	0.001387228	0.000962399	0.000298986
120	9.6	10.23	6.15	4.151	0.23141	3.0909	0.82169	0.007046	9.7292	9.7254	0.0037518	0.00076739	0.000895648	0.001317584	0.002574916	0.003395312	0.006640632	0.008072819	0.006995413	0.006635448	0.006565693	0.00493309	0.001492372
121	21.19	14.57	8.87	6.0598	0.42458	4.4579	1.1703	0.007046	13.855	13.851	0.0037518	0.000748209	0.000871656	0.001276547	0.002489089	0.003293595	0.006583071	0.008868677	0.008111379	0.007605318	0.007597348	0.006840837	0.002169286
122	4.2	8.83	6.15	3.9299	0.1228	3.0909	0.70924	0.007046	8.3982	8.3945	0.0037518	0.000685733	0.000804277	0.001196842	0.002362344	0.003117624	0.006101897	0.007489353	0.006600988	0.006365568	0.006260955	0.004262739	0.001277802
123	11	5.93	6.15	3.8311	0.25686	3.0909	0.4763	0.007046	5.6413	5.6375	0.0037518	0.000478931	0.000557894	0.000817005	0.001590417	0.002096794	0.004131967	0.004742012	0.003903536	0.003661325	0.003610579	0.002733826	0.000843026
124	16.2	10.3	8.41	5.4066	0.34559	4.2267	0.82731	0.007046	9.7957	9.792	0.0037518	0.00058412	0.000681642	0.001002195	0.001961805	0.002598617	0.005217085	0.006862311	0.006125981	0.00575799	0.005732165	0.00479842	0.001497602
125	53.61	24.06	10.38	8.0212	0.86489	5.2168	1.9325	0.007046	22.877	22.873	0.0037518	0.000973699	0.001124341	0.001612919	0.003080287	0.004051179	0.008044906	0.010714579	0.009805901	0.00893987	0.008904494	0.010581266	0.003736703
126	14	7.9	6.15	4.0415	0.30902	3.0909	0.63454	0.007046	7.5141	7.5103	0.0037518	0.000610596	0.000710068	0.001035755	0.002010984	0.002651725	0.00522589	0.006076162	0.005041382	0.004705014	0.004652241	0.003697263	0.001136053
127	12.48	2.44	9.02	5.0193	0.28296	4.5333	0.19598	0.007046	2.3234	2.3197	0.0037518	0.000153693	0.000178696	0.00026084	0.000503169	0.00066111	0.001300313	0.001640149	0.00141744	0.001335459	0.00132214	0.00104473	0.00034001
128	11.13	3.63	14.64	7.9156	0.25918	7.3578	0.29157	0.007046	3.4547	3.451	0.0037518	0.000137634	0.00016127	0.00023955	0.000470653	0.000623014	0.001256924	0.00193851	0.001932449	0.001864383	0.001867352	0.001508528	0.000503818
129	6.8	1.39	6.15	3.3872	0.17766	3.0909	0.11165	0.007046	1.3252	1.3214	0.0037518	0.000139694	0.000161427	0.000232658	0.00044106	0.00057349	0.001085394	0.001163229	0.000934677	0.000883903	0.000865591	0.000613118	0.000195012
130	5.83	1.2	4.61	2.5782	0.15789	2.3169	0.096385	0.007046	1.1446	1.1408	0.0037518	0.000164071	0.000188828	0.000269645	0.000505617	0.000652899	0.001203474	0.001124873	0.000854759	0.000805217	0.000784216	0.000538018	0.000169091
131	4.56	0.99	4.45	2.4538	0.13079	2.2365	0.079518	0.007046	0.94492	0.94117	0.0037518	0.000147187	0.000169092	0.000240624	0.000448354	0.000576689	0.001050108	0.000960757	0.000727524	0.00068774	0.000668037	0.000446877	0.000140086
132	8.69	1.29	8.76	4.7277	0.2144	4.4026	0.10361	0.007046	1.2301	1.2264	0.0037518	9.33E-05	0.000107888	0.000155725	0.000295589	0.00038557	0.000742026	0.000916584	0.000791265	0.000751754	0.000741765	0.000554291	0.000180486
133	6	0.7	3.08	1.7726	0.16141	1.5479	0.056225	0.007046	0.66923	0.66547	0.0037518	0.000161666	0.000183128	0.000252384	0.000453768	0.000574695	0.000995112	0.000746383	0.000525643	0.000490774	0.00047546	0.000321968	0.000100266
134	3.23	0.97	2	1.1905	0.10041	1.0052	0.077911	0.007046	0.92591	0.92216	0.0037518	0.000308831	0.000352257	0.000492378	0.000897949	0.001128656	0.001871784	0.001159677	0.000785953	0.000737866	0.000709293	0.000449039	0.000137805
135	32.5	1.86	5.54	3.5301	0.58932	2.7843	0.1494	0.007046	1.772	1.7683	0.0037518	0.000185533	0.000210459	0.000290332	0.000531515	0.000687935	0.001312906	0.001239944	0.00091782	0.000822846	0.000808524	0.000781718	0.000260161
136	19.86	8.85	10.11	6.203	0.40401	5.0811	0.71084	0.007046	8.4172	8.4135	0.0037518	0.000432165	0.000504551	0.000742476	0.001454205	0.00192863	0.003915702	0.005354913	0.004846981	0.004536418	0.004524442	0.003982685	0.001272199
137	14	2.56	11.07	6.0853	0.30902	5.5636	0.20562	0.007046	2.4375	2.4337	0.0037518	0.000131573	0.000153228	0.000224505	0.000434703	0.000572334	0.001135365	0.001543972	0.001397559	0.001321819	0.001314536	0.001075243	0.000355755
138	19.9	6.57	5.54	3.7237	0.40463	2.7843	0.52771	0.007046	6.2497	6.2459	0.0037518	0.000563441	0.000650843	0.000934748	0.001789584	0.002351609	0.004614258	0.00495201	0.003901079	0.003576506	0.003529928	0.003007449	0.000937816
139	11.47	1.12	6.56	3.6592	0.26523	3.2969	0.08996	0.007046	1.0685	1.0648	0.0037518	0.000109638	0.000125821	0.000178551	0.000333087	0.000431746	0.000814548	0.000872804	0.000695093	0.000649509	0.000638422	0.000488083	0.000157531
140	6.33	2.83	4.92	2.8752	0.16817	2.4727	0.22731	0.007046	2.6942	2.6904	0.0037518	0.000312229	0.000362991	0.00052954	0.001021667	0.001335787	0.00255341	0.002572539	0.002006687	0.00189251	0.00184881	0.001279199	0.000397133
141	8.73	3.72	6.15	3.6119	0.21516	3.0909	0.29879	0.007046	3.5403	3.5365	0.0037518	0.000320057	0.000372789	0.000546004	0.00105988	0.001393327	0.002723983	0.003048871	0.002480424	0.002335913	0.002296148	0.00167411	0.000522789
142	3.57	1.04	2.46	1.4353	0.10841	1.2363	0.083534	0.007046	0.99246	0.9887	0.0037518	0.000267948	0.000306601	0.000431833	0.000795194	0.001008226	0.001727127	0.001186946	0.000824009	0.000774465	0.000746301	0.000478505	0.000147416
143	2.63	0.99	4.51	2.439	0.085775	2.2666	0.079518	0.007046	0.94492	0.94117	0.0037518	0.000146439	0.000168787	0.000242052	0.000453861	0.000583782	0.001062206	0.000984464	0.000755622	0.000720122	0.000696952	0.000448512	0.000140095
144	2.9	0.78	3.49	1.9161	0.092446	1.754	0.06265	0.007046	0.74528	0.74153	0.0037518	0.000157292	0.000180019	0.000254038	0.00046706	0.000594503	0.001043645	0.000841046	0.000613444	0.000580804	0.000560402	0.000358522	0.000111267
145	5.7	1.12	5.38	2.9561	0.15518	2.7039	0.08996	0.007046	1.0685	1.0648	0.0037518	0.000134333	0.000154699	0.000221325	0.000415497	0.000537407	0.000999201	0.001002017	0.000784375	0.000741744	0.000723722	0.000499255	0.000157847
146	6.1	0.98	5.23	2.8777	0.16347	2.6285	0.078715	0.007046	0.93541	0.93166	0.0037518	0.000124552	0.00014299	0.000203188	0.000378409	0.000488078	0.000900769	0.000884755	0.000685867	0.000647113	0.000631279	0.000437961	0.000138539
147	17.67	1.55	6.77	3.9034	0.36939	3.4025	0.1245	0.007046	1.4773	1.4735	0.0037518	0.000136279	0.000156504	0.000222189	0.000416345	0.00054165	0.001036678	0.001113024	0.000878995	0.00081093	0.000799135	0.000664434	0.000216874
148	8.03	1.47	8.41	4.5536	0.20181	4.2267	0.11807	0.007046	1.4012	1.3975	0.0037518	0.000107975	0.000125085	0.000181336	0.000346002	0.000451971	0.000871971	0.001067754	0.000917457	0.000872372	0.000859962	0.000634215	0.000205438
149	3.77	1.3	7.59	4.0391	0.11304	3.8146	0.10442	0.007046	1.2396	1.2359	0.0037518	0.000108919	0.000126315	0.000183667	0.000350711	0.000456972	0.000872558	0.001038461	0.000889784	0.000855637	0.000837794	0.000570087	0.000182221
150	5.73	1.46	6.77	3.6826	0.15581	3.4025	0.11727	0.007046	1.3917	1.388	0.0037518	0.000132911	0.00015399	0.00022328	0.00042584	0.000554891	0.001057767	0.001191854	0.000984456	0.000936864	0.000917967	0.000642004	0.000204551
151	5.67	1.39	7.18	3.8818	0.15456	3.6085	0.11165	0.007046	1.3252	1.3214	0.0037518	0.000120733	0.000139851	0.00020273	0.000386392	0.000503542	0.000961361	0.001109722	0.000928702	0.000885413	0.000868336	0.000609131	0.000194747
152	19	6.74	8.61	5.2662	0.39053	4.3272	0.54136	0.007046	6.4113	6.4076	0.0037518	0.000391823	0.000456352	0.000667857	0.001300164	0.001719522	0.003459403	0.004402951	0.003795765	0.003530158	0.003506	0.003014237	0.000958852
153	48.67	9.94	5.43	4.3376	0.8031	2.729	0.79839	0.007046	9.4535	9.4497	0.0037518	0.000778173	0.000883873	0.001222329	0.002266209	0.002956625	0.005804581	0.005896727	0.004513358	0.003988986	0.003922188	0.004413557	0.001445749
154	20.75	6.12	7	4.4345	0.4178	3.5181	0.49157	0.007046	5.8219	5.8181	0.0037518	0.000431575	0.000500346	0.000724531	0.001396795	0.00184099	0.003663002	0.004251943	0.00347328	0.003196366	0.003162868	0.002745442	0.000869411
155	64.84	9.85	8.4	6.0205	1.0006	4.2217	0.79116	0.007046	9.3679	9.3642	0.0037518	0.000533997	0.000610567	0.000856183	0.001605772	0.002104597	0.004236676	0.004735365	0.003782766	0.00332898	0.003270398	0.004123081	0.001424479
156	43	4.24	9.84	6.0234	0.7304	4.9454	0.34056	0.007046	4.0346	4.0309	0.0037518	0.00022321	0.000257355	0.000367839	0.000698499	0.000916924	0.001833601	0.00218884	0.001800606	0.001619856	0.001601261	0.001729027	0.000593061
157	7.6	1.86	1.23	0.96809	0.19347	0.61817	0.1494	0.007046	1.772	1.7683	0.0037518	0.000729405	0.000817377	0.001097861	0.001957586	0.002452956	0.00400933	0.002177559	0.001409284	0.001298282	0.001255561	0.000857582	0.00026212
158	19.5	3.54	10.46	5.9468	0.39838	5.257	0.28434	0.007046	3.3691	3.3654	0.0037518	0.000183779	0.000213899	0.000312685	0.000605518	0.00079833	0.001594731	0.002103672	0.001851158	0.001727146	0.001717143	0.001495217	0.000493773
159	2.77	0.73	2.26	1.2908	0.089252	1.1358	0.058634	0.007046	0.69775	0.69399	0.0037518	0.000226797	0.000258104	0.000359244	0.000649445	0.000814484	0.001350225	0.000872694	0.000598376	0.000563287	0.000541029	0.000340114	0.000104548
160	4.68	1.47	8.41	4.4852	0.13342	4.2267	0.11807	0.007046	1.4012	1.3975	0.0037518	0.000108655	0.0001262	0.000184091	0.000353129	0.00046145	0.000889808	0.00110715	0.000969217	0.000931982	0.00091587	0.000638731	0.000205484
161	4.6	1.22	7.38	3.9457	0.13167	3.709	0.097992	0.007046	1.1636	1.1598	0.0037518	0.000106222	0.000122947	0.000177985	0.000338293	0.000440213	0.000837514	0.000978096	0.000827196	0.000792137	0.000776043	0.000535251	0.000171216
162	6.03	1.82	9.43	5.0546	0.16203	4.7393	0.14618	0.007046	1.734	1.7302	0.0037518	0.000115785	0.000134805	0.000197619	0.000381678	0.000500609	0.000977275	0.001277199	0.001145895	0.001101265	0.001086914	0.000782796	0.000253608
163	11.05	4.3	9.23	5.249	0.25776	4.6388	0.34538	0.007046	4.0917	4.0879	0.0037518	0.000248524	0.000290453	0.000428694	0.000838637	0.001108143	0.002216282	0.002919719	0.002590542	0.00245513	0.002434542	0.001888133	0.000603244
164	18.07	1.96	14.76	7.9583	0.37578	7.4181	0.15743	0.007046	1.8671	1.8633	0.0037518	7.89E-05	9.17E-05	0.000133833	0.000257807	0.000339095	0.000673288	0.000988696	0.000946528	0.000897848	0.000898088	0.000787709	0.000270838
165	48.6	16.29	8	6.1384	0.80224	4.0206	1.3084	0.007046	15.49	15.487	0.0037518	0.000868793	0.000998808	0.001418684	0.002689819	0.003532376	0.00700979	0.008478268	0.007195262	0.0064757	0.006415835	0.00731464	0.002447446
166	53.11	11.53	7.52	5.5712	0.85868	3.7794	0.9261	0.007046	10.965	10.961	0.0037518	0.000678231	0.000776706	0.001093454	0.002059045	0.002701203	0.005397389	0.006098192	0.004918755	0.004368626	0.004306934	0.005040663	0.001687351
167	3.35	0.78	1.01	0.68056	0.10325	0.50761	0.06265	0.007046	0.74528	0.74153	0.0037518	0.000485922	0.00054388	0.000727489	0.001263315	0.001532101	0.002248954	0.001024873	0.00065344	0.000609611	0.000583933	0.000366263	0.000111648
168	10.15	5.87	5.23	3.3485	0.24151	2.6285	0.47148	0.007046	5.5842	5.5805	0.0037518	0.000548593	0.000638051	0.0009311	0.001806171	0.00237533	0.004625277	0.004997205	0.004002614	0.003748146	0.003686283	0.002732283	0.000835358
169	12.97	3.02	11.48	6.3107	0.29144	5.7696	0.24257	0.007046	2.8748	2.871	0.0037518	0.000147155	0.000171753	0.000252866	0.000492314	0.000649471	0.001295787	0.001806863	0.00166411	0.001580627	0.001573523	0.001273774	0.00041998
170	7.4	2.44	6.77	3.7951	0.18956	3.4025	0.19598	0.007046	2.3234	2.3197	0.0037518	0.000203518	0.000236824	0.000346377	0.000669185	0.000877288	0.00170262	0.001949679	0.001611467	0.001526314	0.001499489	0.001077075	0.000341191
171	3.57	1.13	3.69	2.0607	0.10841	1.8545	0.090763	0.007046	1.078	1.0743	0.0037518	0.000195156	0.000224689	0.000321136	0.000601208	0.000771896	0.001388568	0.001169837	0.000863174	0.000816395	0.00078994	0.000513629	0.000159629
172	5.07	1.47	8.61	4.5942	0.14186	4.3272	0.11807	0.007046	1.4012	1.3975	0.0037518	0.000106124	0.000123239	0.000179692	0.00034459	0.000450396	0.000869536	0.001090511	0.000957974	0.000920562	0.000905523	0.00063711	0.000205421
173	15.17	3.21	14.76	8.0116	0.32863	7.4181	0.25783	0.007046	3.0554	3.0517	0.0037518	0.000121836	0.000142433	0.000210464	0.000411221	0.000543533	0.001093122	0.00165382	0.001616827	0.001544432	0.001546975	0.001314667	0.000444601
174	4.83	1.29	3.69	2.1019	0.13668	1.8545	0.10361	0.007046	1.2301	1.2264	0.0037518	0.000214921	0.00024738	0.000353202	0.00066219	0.00085222	0.001544584	0.001305834	0.000959506	0.000903279	0.000876213	0.00058413	0.000181809
175	35	2.32	4.92	3.2899	0.62377	2.4727	0.18634	0.007046	2.2093	2.2056	0.0037518	0.000246979	0.000279365	0.000382845	0.000698632	0.000903979	0.001728163	0.0015598	0.001132656	0.001009663	0.000990931	0.000978788	0.000324684
176	17.5	3.41	9.69	5.5176	0.36666	4.87	0.2739	0.007046	3.2456	3.2418	0.0037518	0.000191442	0.000222766	0.0003255	0.000629989	0.000830082	0.001652622	0.002130754	0.001851334	0.001729398	0.001716875	0.001453459	0.000475957
177	14.5	2.61	7.38	4.2432	0.31745	3.709	0.20964	0.007046	2.485	2.4813	0.0037518	0.00019624	0.000227471	0.000329581	0.000631923	0.000828694	0.001619737	0.001870453	0.001532604	0.001427735	0.001409514	0.001130635	0.000364607
178	7.1	1.68	4.31	2.4917	0.18363	2.1661	0.13494	0.007046	1.6009	1.5971	0.0037518	0.000227553	0.000262463	0.000376314	0.000711191	0.000921745	0.001714675	0.001571345	0.001179068	0.001105022	0.001077512	0.000753221	0.00023587
179	11.68	3.06	11.22	6.1607	0.26896	5.639	0.24578	0.007046	2.9128	2.9091	0.0037518	0.000152406	0.000177975	0.00026235	0.000511401	0.000674757	0.001345907	0.001872606	0.001724866	0.001642298	0.001633808	0.001297677	0.000425789
180	36.67	0.97	1.74	1.6059	0.64646	0.87449	0.077911	0.007046	0.92591	0.92216	0.0037518	0.000286722	0.000304044	0.000364992	0.00059413	0.000740322	0.001286406	0.000770699	0.000497086	0.000436391	0.000425108	0.000418181	0.000137582
181	5.57	1.07	1.33	0.91388	0.15246	0.66843	0.085944	0.007046	1.021	1.0172	0.0037518	0.000464529	0.000521423	0.000702668	0.001243758	0.001545124	0.002457765	0.001295137	0.00084	0.000778963	0.000750751	0.000494954	0.000151794
182	2.85	0.81	1	0.66591	0.091223	0.50258	0.06506	0.007046	0.7738	0.77005	0.0037518	0.00050663	0.000569145	0.000767325	0.001340702	0.001624103	0.002372641	0.001073852	0.000685806	0.000641174	0.000613374	0.000380373	0.000115812
183	3.03	0.81	0.72	0.52957	0.095606	0.36186	0.06506	0.007046	0.7738	0.77005	0.0037518	0.000664173	0.000738412	0.000972064	0.001658213	0.001972187	0.002719816	0.001098462	0.000688841	0.000642504	0.000614326	0.000381194	0.000115854
184	80.83	39.9	8.51	8.6736	1.1848	4.277	3.2048	0.007046	37.936	37.932	0.0037518	0.001621572	0.001849025	0.00257712	0.004740493	0.006127292	0.011597913	0.014720239	0.013528206	0.012244048	0.01213677	0.016392843	0.006524644
185	15.29	34.75	14.79	10.562	0.33062	7.4332	2.7912	0.007046	33.04	33.036	0.0037518	0.001019236	0.001195196	0.001777249	0.003498953	0.004632804	0.009196515	0.015034085	0.016802341	0.016569932	0.016862894	0.015523161	0.005577001
186	11	37.96	17.22	11.967	0.25686	8.6544	3.049	0.007046	36.091	36.088	0.0037518	0.000971012	0.001141353	0.001706743	0.003380385	0.004485729	0.008965295	0.015351445	0.018017914	0.018045888	0.01843936	0.016621842	0.006123423
187	32.94	9.9	12.57	7.7151	0.59542	6.3174	0.79518	0.007046	9.4154	9.4117	0.0037518	0.00038847	0.000452807	0.000663591	0.00129475	0.001717268	0.003517199	0.004972189	0.004569434	0.004218921	0.00421415	0.004280974	0.001425927
188	9.78	2.4	3.69	2.2891	0.23473	1.8545	0.19277	0.007046	2.2854	2.2816	0.0037518	0.000348895	0.000401487	0.000572088	0.001079652	0.001400962	0.002612706	0.0022596	0.001646875	0.001527233	0.001491227	0.001082654	0.000336982
189	15.94	4.58	1.61	1.5254	0.34134	0.80915	0.36787	0.007046	4.3579	4.3541	0.0037518	0.001116267	0.001247917	0.001669641	0.002995536	0.003819884	0.006722446	0.004604208	0.003090893	0.002798396	0.002731033	0.002138512	0.000650264
190	16.09	3.35	3.12	2.188	0.3438	1.5681	0.26908	0.007046	3.1885	3.1848	0.0037518	0.000521755	0.000594618	0.000828788	0.001540122	0.001995375	0.003722313	0.003032843	0.002142229	0.00195167	0.001910091	0.001516074	0.000471862
191	35.04	9.38	11.91	7.3705	0.62431	5.9857	0.75341	0.007046	8.9211	8.9173	0.0037518	0.00038768	0.000451165	0.000658725	0.00128065	0.001696588	0.003466637	0.004762848	0.004285976	0.003934549	0.003922447	0.004043184	0.00134797
192	13.65	5.59	6.38	3.9656	0.30308	3.2065	0.449	0.007046	5.318	5.3143	0.0037518	0.000437942	0.00050924	0.000742657	0.001440097	0.001897925	0.003749563	0.004294265	0.003510489	0.003271311	0.003229609	0.002545511	0.000792753
193	34.23	15.34	11.16	7.4612	0.61323	5.6088	1.2321	0.007046	14.587	14.583	0.0037518	0.000636151	0.000740094	0.001080097	0.002101552	0.002784783	0.00565282	0.007852357	0.007243548	0.006695061	0.006691618	0.006895214	0.002284039
194	20.65	4.51	4.56	3.0773	0.41626	2.2918	0.36225	0.007046	4.2913	4.2876	0.0037518	0.000480529	0.000551432	0.000780337	0.001472229	0.001923825	0.003717915	0.003563625	0.002659831	0.002419252	0.002379109	0.002025964	0.00063722
195	15.17	3.37	4.88	3.0589	0.32863	2.4526	0.27068	0.007046	3.2075	3.2038	0.0037518	0.000356917	0.000411512	0.000588701	0.001118707	0.001462261	0.002816963	0.002764279	0.002094347	0.001927832	0.001894121	0.001504724	0.00047356
196	45.44	9.1	7.45	5.2441	0.76194	3.7442	0.73092	0.007046	8.6549	8.6512	0.0037518	0.000561348	0.000644351	0.000911806	0.001724377	0.002264939	0.004533164	0.005104175	0.004088639	0.003648618	0.003600537	0.003972554	0.00131327
197	8.07	1.32	7.38	4.0247	0.20258	3.709	0.10602	0.007046	1.2586	1.2549	0.0037518	0.000112241	0.000129674	0.000186847	0.000354088	0.000461126	0.000880521	0.001015156	0.000843914	0.000798936	0.000785532	0.000574585	0.000184983
198	7.45	7.73	28.29	15.036	0.19053	14.218	0.62088	0.007046	7.3525	7.3487	0.0037518	0.000146539	0.000172986	0.000261245	0.000522637	0.000696958	0.00144257	0.00277698	0.003476653	0.003516342	0.003604369	0.003043443	0.001076413
199	10	8.6	19.68	10.827	0.23877	9.8908	0.69076	0.007046	8.1796	8.1758	0.0037518	0.000229058	0.00026991	0.000405865	0.000809731	0.001079491	0.002232437	0.003919086	0.004391192	0.004329797	0.004388533	0.003637516	0.001218293
