Simulation number	Chl-a (ug/l)	TSM (mg/l)	a400 (1/m)	a_tot_443 (1/m)	a_ph_443 (1/m)	a_cdom_443 (1/m)	a_tsm_443 (1/m)	a_w_443 (1/m)	b_tot_443 (1/m)	b_tsm_443 (1/m)	b_w_443 (1/m)	S3400	S3412.5	S3442.5	S3490	S3510	S3560	S3620	S3665	S3673.75	S3681.25	S3708.75	S3753.75
1405	19.49	4.69	15.3	8.4714	0.39822	7.6895	0.37671	0.007046	4.4624	4.4587	0.0037518	0.00016532	0.0001935	0.0002865	0.000561993	0.000744621	0.001512231	0.00231298	0.002264827	0.002148848	0.002155769	0.001931299	0.000653321
1406	12.68	23.8	64.7	34.722	0.28643	32.517	1.9116	0.007046	22.63	22.626	0.0037518	0.000191097	0.000226267	0.000343938	0.000693921	0.00092992	0.001963084	0.004395173	0.006747716	0.007096909	0.007517507	0.007857344	0.003419541
1407	16.14	8.2	60.27	31.301	0.34462	30.291	0.65863	0.007046	7.7993	7.7955	0.0037518	7.38E-05	8.72E-05	0.000131992	0.000264351	0.000352716	0.000731238	0.001559198	0.002268911	0.002348883	0.00246961	0.00256592	0.001095052
1408	25.2	2.54	13.66	7.5612	0.4849	6.8652	0.20402	0.007046	2.4185	2.4147	0.0037518	0.000105746	0.000122864	0.000179019	0.000344784	0.000453806	0.000904859	0.001270715	0.001167731	0.001089698	0.001087366	0.001020428	0.000351468
1409	19.91	2.45	13.84	7.5643	0.40479	6.9557	0.19679	0.007046	2.3329	2.3292	0.0037518	0.00010162	0.000118261	0.000172998	0.000334354	0.000440376	0.000877905	0.001261793	0.001183472	0.001115544	0.001114469	0.000992513	0.00033898
1410	19.48	2.58	15.32	8.3119	0.39807	7.6995	0.20723	0.007046	2.4565	2.4527	0.0037518	9.65E-05	0.000112446	0.000165072	0.000320179	0.00042225	0.000845023	0.001262217	0.001220074	0.001156427	0.001158222	0.001035144	0.000356324
1411	20.75	2.62	15.99	8.6715	0.4178	8.0363	0.21044	0.007046	2.4945	2.4908	0.0037518	9.37E-05	0.000109282	0.000160464	0.00031132	0.000410666	0.000822891	0.001241619	0.001209088	0.001145495	0.001148266	0.001043369	0.000361515
1412	25	3.37	14.76	8.1778	0.48195	7.4181	0.27068	0.007046	3.2075	3.2038	0.0037518	0.000126279	0.000147198	0.000215965	0.000419304	0.000553569	0.001113787	0.001625949	0.001534157	0.001437359	0.001437784	0.001355505	0.000466776
1413	21.87	3.56	16.7	9.1211	0.43499	8.3931	0.28594	0.007046	3.3882	3.3844	0.0037518	0.000118152	0.00013807	0.000203766	0.000397861	0.000526176	0.001063018	0.001639071	0.001618598	0.001534098	0.001540302	0.001422144	0.000492223
1414	14.71	1.95	13.09	7.0634	0.32096	6.5788	0.15663	0.007046	1.8576	1.8538	0.0037518	8.84E-05	0.00010282	0.000150201	0.000289454	0.000380541	0.000753067	0.001074415	0.00100884	0.000958847	0.000956549	0.000799667	0.000270131
1415	9.3	1.74	7.38	4.0817	0.22585	3.709	0.13976	0.007046	1.6579	1.6542	0.0037518	0.000140293	0.000162539	0.000235518	0.000449912	0.000587953	0.001133697	0.001314986	0.00109183	0.001030309	0.001014368	0.000756022	0.00024316
1416	27.9	1.74	12.92	7.1644	0.52427	6.4933	0.13976	0.007046	1.6579	1.6542	0.0037518	8.04E-05	9.28E-05	0.00013361	0.000253738	0.000332377	0.000654909	0.000880614	0.000786879	0.000729213	0.00072587	0.000694886	0.000241035
1417	34.65	3.2	25.83	13.865	0.61899	12.982	0.25703	0.007046	3.0459	3.0422	0.0037518	7.00E-05	8.18E-05	0.000120722	0.000235559	0.000311572	0.000631794	0.001061524	0.001135131	0.001078928	0.001090975	0.001159334	0.000436002
1418	30.54	2.63	15.25	8.4445	0.56187	7.6643	0.21124	0.007046	2.504	2.5003	0.0037518	9.78E-05	0.000113579	0.000165449	0.000318592	0.000419468	0.000839042	0.001203524	0.001121688	0.001043153	0.001042035	0.001033281	0.000363077
1419	10.87	1.39	9.02	4.9065	0.25453	4.5333	0.11165	0.007046	1.3252	1.3214	0.0037518	9.60E-05	0.000110983	0.000160131	0.000304109	0.000397076	0.000767247	0.000952558	0.000821058	0.000776215	0.000767229	0.000593057	0.000194186
1420	4.55	1.45	2.36	1.4402	0.13057	1.1861	0.11647	0.007046	1.3822	1.3785	0.0037518	0.000355805	0.000407882	0.00057645	0.001070609	0.001364438	0.002369082	0.001629478	0.001126251	0.001054475	0.001018313	0.000664824	0.000204437
1421	22.13	3.14	16.91	9.1968	0.43895	8.4986	0.25221	0.007046	2.9889	2.9851	0.0037518	0.000104251	0.000121722	0.000179315	0.000349305	0.000461533	0.000929864	0.001431264	0.001413307	0.001339453	0.001344727	0.001245287	0.000433322
1422	6.9	1.51	2.46	1.5443	0.17966	1.2363	0.12128	0.007046	1.4393	1.4355	0.0037518	0.000348722	0.000397997	0.000556874	0.001027259	0.001312216	0.002305946	0.001620261	0.001117132	0.001037987	0.001006372	0.000688157	0.000212746
1423	16	2.85	16.61	8.9261	0.34232	8.3479	0.22892	0.007046	2.7132	2.7094	0.0037518	9.77E-05	0.00011418	0.000168622	0.000329068	0.000434783	0.000874017	0.001363486	0.001369364	0.00131263	0.001318211	0.00114304	0.000393246
1424	32.14	3.81	14.27	8.0692	0.58431	7.1718	0.30602	0.007046	3.6258	3.6221	0.0037518	0.000144872	0.000168583	0.000246255	0.000476465	0.000628694	0.001267035	0.001791433	0.001644727	0.001521755	0.001518593	0.001524739	0.000528851
1425	6.95	0.93	8	4.283	0.18066	4.0206	0.074699	0.007046	0.88788	0.88413	0.0037518	7.94E-05	9.13E-05	0.000130396	0.000244069	0.000316477	0.000598863	0.000708409	0.000600076	0.000571101	0.000561461	0.000405518	0.000131129
1426	20.8	2.67	15.99	8.6763	0.41858	8.0363	0.21446	0.007046	2.5421	2.5383	0.0037518	9.53E-05	0.000111135	0.000163235	0.000316826	0.000417994	0.000837956	0.001264994	0.001232028	0.001167161	0.001170034	0.001063771	0.000368454
1427	5.2	1.98	4.92	2.7834	0.14464	2.4727	0.15904	0.007046	1.8861	1.8823	0.0037518	0.000231685	0.000268847	0.000390803	0.000748914	0.000975216	0.001841111	0.001823531	0.001418934	0.00134259	0.00130875	0.000888565	0.000277581
1428	7.4	1.45	5.54	3.0974	0.18956	2.7843	0.11647	0.007046	1.3822	1.3785	0.0037518	0.000159377	0.000183967	0.000264395	0.000500136	0.00064962	0.001223571	0.001249421	0.000980083	0.000922666	0.000902706	0.00064217	0.000203494
1429	13	3.14	9.23	5.19	0.29195	4.6388	0.25221	0.007046	2.9889	2.9851	0.0037518	0.000187388	0.000218322	0.000320032	0.000620877	0.000817853	0.001621931	0.002084025	0.001816931	0.001711696	0.001696623	0.00135193	0.000438222
1430	25.81	3.07	10.19	5.8688	0.49387	5.1213	0.24659	0.007046	2.9223	2.9186	0.0037518	0.00016482	0.000191036	0.000276602	0.000530467	0.000697397	0.001385955	0.001754018	0.001499989	0.001382144	0.001371907	0.001274802	0.000427458
1431	9.9	2.29	8	4.4486	0.23694	4.0206	0.18394	0.007046	2.1808	2.177	0.0037518	0.000163742	0.000190351	0.000277809	0.000535507	0.000702602	0.00137227	0.001662545	0.00140972	0.001331876	0.001314231	0.000993014	0.000319558
1432	10.9	1.1	8.61	4.6777	0.25507	4.3272	0.088353	0.007046	1.0495	1.0457	0.0037518	8.34E-05	9.60E-05	0.000137315	0.000257972	0.00033552	0.000641667	0.000774302	0.000657343	0.000620191	0.000612196	0.00047179	0.000154335
1433	26.09	3	11.25	6.4	0.49798	5.654	0.24096	0.007046	2.8558	2.852	0.0037518	0.00014712	0.000170712	0.000247841	0.000476348	0.000626695	0.001248364	0.001637514	0.001432601	0.001324344	0.001316727	0.001233143	0.000416989
1434	11.15	2.15	8	4.4599	0.25955	4.0206	0.17269	0.007046	2.0477	2.044	0.0037518	0.000154798	0.000179687	0.000261349	0.000501989	0.000658018	0.001282719	0.001540891	0.00129798	0.001222035	0.001206384	0.000928499	0.000299979
1435	11.6	1.45	10.46	5.648	0.26754	5.257	0.11647	0.007046	1.3822	1.3785	0.0037518	8.60E-05	9.96E-05	0.000144235	0.00027494	0.000359693	0.000700278	0.000920938	0.000821923	0.000779726	0.000773224	0.000610286	0.000202049
1436	11.9	2.38	12.3	6.6528	0.27283	6.1817	0.19116	0.007046	2.2664	2.2626	0.0037518	0.000111844	0.000130406	0.000191652	0.00037192	0.000489914	0.000973123	0.001384374	0.001298745	0.001239892	0.001235293	0.000991855	0.000330123
1437	4.72	1.07	4.31	2.3934	0.13429	2.1661	0.085944	0.007046	1.021	1.0172	0.0037518	0.000160785	0.000184864	0.00026347	0.00049214	0.000633469	0.001154535	0.001043206	0.000785682	0.0007419	0.000720635	0.000482801	0.000151172
1438	19.9	2.27	16.61	8.9419	0.40463	8.3479	0.18233	0.007046	2.1618	2.158	0.0037518	7.97E-05	9.29E-05	0.000136172	0.000263601	0.00034741	0.000694335	0.001058772	0.001042603	0.000991033	0.000994192	0.000897998	0.000312813
1439	15.6	2.56	12.92	7.0417	0.33574	6.4933	0.20562	0.007046	2.4375	2.4337	0.0037518	0.000113262	0.000131995	0.000193716	0.00037563	0.000495033	0.000986446	0.001410083	0.001320904	0.00125265	0.001250014	0.001055351	0.000354809
1440	19.75	1.16	17.22	9.1569	0.40229	8.6544	0.093172	0.007046	1.1065	1.1028	0.0037518	4.40E-05	5.08E-05	7.32E-05	0.000138574	0.000181283	0.000356105	0.000537762	0.000529388	0.000503745	0.000505093	0.000455728	0.000160588
1441	2.6	0.58	2.46	1.375	0.085023	1.2363	0.046586	0.007046	0.55514	0.55139	0.0037518	0.000180169	0.000204321	0.000282311	0.000504779	0.00063135	0.001044223	0.00069525	0.000480071	0.000452424	0.000434405	0.00027253	8.38E-05
1442	4.3	1.05	4	2.2267	0.12503	2.0103	0.084337	0.007046	1.002	0.99821	0.0037518	0.000170435	0.00019588	0.000278906	0.000520159	0.000668251	0.001208386	0.001053383	0.000784243	0.000740604	0.000718189	0.000475654	0.000148478
1443	2.65	0.58	2.15	1.2205	0.086273	1.0805	0.046586	0.007046	0.55514	0.55139	0.0037518	0.000204477	0.000231475	0.000318411	0.0005664	0.000704989	0.001144224	0.000712653	0.000483944	0.000455251	0.000436714	0.000273258	8.39E-05
1444	7.97	2.17	9.43	5.1213	0.20065	4.7393	0.1743	0.007046	2.0667	2.063	0.0037518	0.000134034	0.000156156	0.000229129	0.000443618	0.000582847	0.001144154	0.00149239	0.001328843	0.001269546	0.00125527	0.000932191	0.000302226
1445	3.25	0.76	3.08	1.7169	0.10088	1.5479	0.061044	0.007046	0.72627	0.72251	0.0037518	0.000173625	0.000198202	0.000277998	0.000507809	0.00064393	0.001114198	0.000841871	0.000600794	0.000566815	0.000546591	0.000350641	0.000108565
1446	8.3	1.74	4.92	2.8265	0.20699	2.4727	0.13976	0.007046	1.6579	1.6542	0.0037518	0.000206218	0.000238021	0.000341809	0.000647379	0.000841255	0.001583333	0.001538777	0.001178077	0.001103173	0.001078757	0.000774124	0.000244009
1447	21	1.63	14.76	7.9777	0.42166	7.4181	0.13092	0.007046	1.5534	1.5496	0.0037518	6.73E-05	7.80E-05	0.000113069	0.000216085	0.000283522	0.000560059	0.000808265	0.00076336	0.000719823	0.00071945	0.000650206	0.000225413
1448	6.4	1.16	12.3	6.4515	0.16959	6.1817	0.093172	0.007046	1.1065	1.1028	0.0037518	6.19E-05	7.17E-05	0.000103963	0.000198078	0.000258906	0.000503435	0.000714653	0.00068127	0.000659922	0.000655027	0.000486655	0.000161809
1449	3.6	1.16	4.31	2.3755	0.10911	2.1661	0.093172	0.007046	1.1065	1.1028	0.0037518	0.000171795	0.000198151	0.000284431	0.000535118	0.000689675	0.001259968	0.001146973	0.000870022	0.00082524	0.000800115	0.000524177	0.000163649
1450	2.8	0.52	3.08	1.6868	0.089992	1.5479	0.041767	0.007046	0.4981	0.49435	0.0037518	0.000135619	0.000153678	0.000212112	0.000378685	0.000475819	0.000805263	0.000596996	0.000423827	0.000400165	0.000385106	0.000244332	7.55E-05
1451	7.6	0.64	7.38	3.961	0.19347	3.709	0.051406	0.007046	0.61218	0.60843	0.0037518	6.57E-05	7.49E-05	0.000104946	0.000191756	0.000246567	0.00045704	0.000512217	0.000421334	0.000398814	0.000391353	0.000283671	9.14E-05
1452	19.75	1.77	4.92	3.0242	0.40229	2.4727	0.14217	0.007046	1.6864	1.6827	0.0037518	0.000203199	0.000231902	0.000324417	0.00060093	0.000778751	0.00147183	0.001373919	0.001018159	0.000928288	0.000911665	0.000768119	0.000248025
1453	31	2.44	6.15	3.8623	0.56835	3.0909	0.19598	0.007046	2.3234	2.3197	0.0037518	0.00021309	0.00024336	0.000340735	0.000633451	0.000824306	0.001595185	0.001599483	0.001212481	0.001091733	0.001074653	0.001028883	0.000341016
1454	3.7	0.52	4	2.1706	0.11143	2.0103	0.041767	0.007046	0.4981	0.49435	0.0037518	0.000105026	0.000119072	0.000164631	0.000295036	0.000373396	0.000651307	0.000549713	0.000405176	0.000382821	0.000370218	0.000241875	7.54E-05
1455	11	2.32	24.6	12.814	0.25686	12.363	0.18634	0.007046	2.2093	2.2056	0.0037518	5.57E-05	6.52E-05	9.67E-05	0.000189315	0.000250328	0.000504651	0.000890304	0.001019354	0.001008548	0.001024414	0.000878375	0.000316393
1456	3.73	0.56	2.84	1.5915	0.11212	1.4273	0.04498	0.007046	0.53613	0.53238	0.0037518	0.000152598	0.00017266	0.000237419	0.000423233	0.000531733	0.000896972	0.000640698	0.000448211	0.00042117	0.000405944	0.000262069	8.10E-05
1457	2.78	0.69	4	2.1623	0.089499	2.0103	0.055422	0.007046	0.65972	0.65597	0.0037518	0.000126855	0.000145008	0.000204194	0.000374105	0.000476518	0.000842881	0.000723257	0.000539054	0.000511714	0.000494265	0.000317184	9.88E-05
1458	7.85	1.34	16.61	8.6609	0.19833	8.3479	0.10763	0.007046	1.2777	1.2739	0.0037518	5.16E-05	6.00E-05	8.76E-05	0.000168189	0.000220723	0.000435254	0.000683366	0.000704359	0.000688346	0.000689571	0.000540689	0.000185375
1459	8.2	1.28	3.08	1.8629	0.20507	1.5479	0.10281	0.007046	1.2206	1.2169	0.0037518	0.000248712	0.000283718	0.000396766	0.000730631	0.000936139	0.001674419	0.001289263	0.000909784	0.000844467	0.000821183	0.000578461	0.000180536
1460	18	1.74	6.15	3.6123	0.37467	3.0909	0.13976	0.007046	1.6579	1.6542	0.0037518	0.000163838	0.000188073	0.000266666	0.000499705	0.000650106	0.001243119	0.00128517	0.0009961	0.00091606	0.000901801	0.000749875	0.000243449
1461	16.4	2.44	17.22	9.2063	0.34886	8.6544	0.19598	0.007046	2.3234	2.3197	0.0037518	8.22E-05	9.60E-05	0.000141363	0.000274962	0.000362874	0.000727278	0.001139467	0.001150666	0.00110369	0.00110898	0.000968858	0.000336084
1462	3.8	0.81	3.08	1.7338	0.11373	1.5479	0.06506	0.007046	0.7738	0.77005	0.0037518	0.000180979	0.000206597	0.000289724	0.000529956	0.000673057	0.001169738	0.000886159	0.000631385	0.000594438	0.000573985	0.000372512	0.000115465
1463	10.3	2.44	4.92	2.92	0.24424	2.4727	0.19598	0.007046	2.3234	2.3197	0.0037518	0.000272091	0.000314486	0.000452688	0.000862302	0.001124812	0.002144075	0.002106117	0.001610117	0.001499705	0.001469586	0.001087897	0.000342013
1464	8.67	2.01	3.9	2.3426	0.21403	1.9601	0.16145	0.007046	1.9146	1.9109	0.0037518	0.000287521	0.000331106	0.000472757	0.000892039	0.001156459	0.002151336	0.001891873	0.001391449	0.001295561	0.001264167	0.000903555	0.000282122
1465	3.33	0.77	3.54	1.9508	0.10278	1.7791	0.061847	0.007046	0.73577	0.73202	0.0037518	0.000153426	0.000175407	0.000246938	0.000453082	0.000576848	0.001014274	0.000822058	0.000599438	0.000566638	0.000547341	0.000353585	0.000109875
1466	8.9	2.35	4.31	2.5803	0.21836	2.1661	0.18875	0.007046	2.2378	2.2341	0.0037518	0.000298756	0.000345039	0.000495823	0.00094251	0.001226492	0.002312089	0.002146645	0.00160939	0.001500602	0.001466603	0.001055707	0.000329672
1467	9.4	1.63	17.22	9.0201	0.22771	8.6544	0.13092	0.007046	1.5534	1.5496	0.0037518	5.85E-05	6.81E-05	9.99E-05	0.000193067	0.000253991	0.000504062	0.000800524	0.000829421	0.000808683	0.000811665	0.000652491	0.000224806
1468	2.7	0.93	3.69	2.0238	0.087518	1.8545	0.074699	0.007046	0.88788	0.88413	0.0037518	0.0001694	0.000194719	0.00027743	0.000516137	0.000660162	0.001175328	0.000982743	0.000726457	0.000689351	0.000665473	0.000424887	0.000131952
1469	4.2	1.51	2.46	1.4875	0.1228	1.2363	0.12128	0.007046	1.4393	1.4355	0.0037518	0.000354547	0.000407315	0.000578464	0.001079574	0.001378278	0.002407075	0.001692505	0.00117832	0.001105314	0.001067147	0.000692333	0.000212781
1470	4.55	1.83	2	1.2898	0.13057	1.0052	0.14699	0.007046	1.7435	1.7397	0.0037518	0.000494357	0.000566715	0.000800455	0.001489051	0.001894646	0.003254059	0.002115526	0.001440265	0.001346295	0.001299122	0.000843433	0.000257686
1471	8.2	2.09	4.51	2.6466	0.20507	2.2666	0.16787	0.007046	1.9907	1.9869	0.0037518	0.000260332	0.000300782	0.000432727	0.000822416	0.001069675	0.002014214	0.0019003	0.001436654	0.001343446	0.001312645	0.000936101	0.000293089
1472	3.7	1.51	2.46	1.4761	0.11143	1.2363	0.12128	0.007046	1.4393	1.4355	0.0037518	0.000355742	0.000409236	0.000582986	0.001090597	0.001392045	0.002427849	0.001707008	0.001190966	0.001119437	0.001079674	0.000693108	0.000212794
1473	21.4	2.44	12.3	6.8126	0.42781	6.1817	0.19598	0.007046	2.3234	2.3197	0.0037518	0.000113213	0.000131516	0.000191563	0.000368765	0.000485081	0.000963698	0.001319637	0.001193469	0.001116176	0.001112069	0.000997712	0.000338284
1474	10	2.32	6.15	3.523	0.23877	3.0909	0.18634	0.007046	2.2093	2.2056	0.0037518	0.000212126	0.000245891	0.000356417	0.000682843	0.000893177	0.00172258	0.001864825	0.001490396	0.001396877	0.001372603	0.001022491	0.000324589
1475	9.3	1.28	4.92	2.8084	0.22585	2.4727	0.10281	0.007046	1.2206	1.2169	0.0037518	0.000160566	0.000184328	0.00026164	0.000488723	0.000632173	0.001176343	0.001122538	0.000852193	0.0007954	0.00077799	0.000567758	0.000180059
1476	7.1	1.16	4.92	2.7565	0.18363	2.4727	0.093172	0.007046	1.1065	1.1028	0.0037518	0.000149649	0.000171977	0.000244783	0.00045765	0.000591267	0.001094629	0.00104854	0.000801728	0.000753133	0.000735131	0.000517398	0.000163466
1477	38	3.49	36.9	19.497	0.66435	18.545	0.28032	0.007046	3.3216	3.3179	0.0037518	5.34E-05	6.26E-05	9.30E-05	0.000182578	0.000241982	0.000493394	0.000901126	0.001057296	0.001022891	0.001044205	0.001167912	0.000468828
1478	16	2.67	9.84	5.5092	0.34232	4.9454	0.21446	0.007046	2.5421	2.5383	0.0037518	0.000152339	0.000177093	0.000258316	0.00049832	0.000655414	0.00129659	0.001673651	0.001460017	0.001368582	0.001358183	0.001129763	0.000371725
1479	20	2.32	11.07	6.1631	0.40618	5.5636	0.18634	0.007046	2.2093	2.2056	0.0037518	0.000119968	0.000139203	0.000202246	0.000388323	0.000510206	0.001009046	0.001332983	0.001177937	0.00109986	0.001093574	0.000959877	0.000322177
1480	10.3	1.28	4.92	2.8268	0.24424	2.4727	0.10281	0.007046	1.2206	1.2169	0.0037518	0.000160122	0.000183614	0.000259941	0.000484472	0.000626545	0.001166363	0.001108923	0.000838912	0.000780858	0.000764273	0.000566522	0.00018005
1481	8.2	1.28	4.92	2.7876	0.20507	2.4727	0.10281	0.007046	1.2206	1.2169	0.0037518	0.000161074	0.000185149	0.000263587	0.000493605	0.000638613	0.001187695	0.001138025	0.000867552	0.000812326	0.000793863	0.000569123	0.000180072
1482	10.2	1.39	6.68	3.7184	0.24242	3.3572	0.11165	0.007046	1.3252	1.3214	0.0037518	0.000128128	0.000147728	0.000211789	0.00039976	0.000520104	0.000989972	0.001084716	0.000874312	0.000820366	0.000806418	0.000605854	0.000194824
1483	4.9	1.16	4.92	2.7111	0.1382	2.4727	0.093172	0.007046	1.1065	1.1028	0.0037518	0.0001507	0.00017368	0.000248883	0.000467914	0.000604632	0.001117854	0.001079733	0.000834072	0.0007894	0.000768454	0.000519876	0.000163492
1484	14	1.51	11.07	6.0009	0.30902	5.5636	0.12128	0.007046	1.4393	1.4355	0.0037518	8.40E-05	9.72E-05	0.000140659	0.000268127	0.000351003	0.000685679	0.000913558	0.000819563	0.000774653	0.000769515	0.000629225	0.000210115
1485	5.07	0.99	4.57	2.5252	0.14186	2.2968	0.079518	0.007046	0.94492	0.94117	0.0037518	0.00014323	0.000164466	0.000233769	0.000435239	0.000560119	0.001022662	0.00094608	0.000718157	0.000677988	0.000659312	0.00044591	0.000140058
1486	3.1	1.16	3.08	1.7455	0.097294	1.5479	0.093172	0.007046	1.1065	1.1028	0.0037518	0.000236627	0.00027233	0.000388743	0.000726396	0.000928725	0.001640378	0.001266478	0.000910623	0.000860416	0.000830082	0.000530562	0.000163933
1487	2.6	1.16	3.08	1.7332	0.085023	1.5479	0.093172	0.007046	1.1065	1.1028	0.0037518	0.000237343	0.000273492	0.000391513	0.000733181	0.000937172	0.001653517	0.00127721	0.0009209	0.00087203	0.000840233	0.000531146	0.000163936
1488	2.9	0.81	2.46	1.4009	0.092446	1.2363	0.06506	0.007046	0.7738	0.77005	0.0037518	0.000224864	0.000256612	0.000359423	0.000655298	0.000826243	0.001394162	0.000944901	0.000655494	0.000617496	0.000593829	0.00037533	0.000115573
1489	4.25	0.87	3.08	1.7488	0.12392	1.5479	0.069879	0.007046	0.83084	0.82709	0.0037518	0.00018996	0.000216932	0.000304431	0.000558055	0.000709871	0.001239278	0.000941655	0.000670335	0.000630103	0.000609037	0.000398922	0.000123753
1490	3.95	0.81	3.08	1.7372	0.11715	1.5479	0.06506	0.007046	0.7738	0.77005	0.0037518	0.000180825	0.000206353	0.000289155	0.000528582	0.000671344	0.001167101	0.000884018	0.000629424	0.000592239	0.00057203	0.000372388	0.000115462
1491	1.75	1.1	2.46	1.3945	0.062769	1.2363	0.088353	0.007046	1.0495	1.0457	0.0037518	0.000283267	0.000326275	0.000466478	0.000869749	0.001102275	0.001882261	0.001295049	0.000908446	0.000860901	0.000825545	0.00050775	0.000155759
1492	3.9	0.99	3.38	1.9013	0.11601	1.6987	0.079518	0.007046	0.94492	0.94117	0.0037518	0.00019162	0.000219767	0.000311394	0.000577156	0.000737741	0.001308168	0.001047752	0.000759319	0.000715963	0.000692386	0.0004518	0.0001403
1493	3.97	0.68	5.23	2.8078	0.11761	2.6285	0.054618	0.007046	0.65021	0.64646	0.0037518	9.65E-05	0.000110276	0.000155263	0.000284854	0.000364834	0.000661265	0.000644225	0.000501615	0.000476499	0.00046306	0.000308615	9.72E-05
1494	4.85	0.76	4.92	2.6779	0.13711	2.4727	0.061044	0.007046	0.72627	0.72251	0.0037518	0.000110225	0.000126047	0.000177641	0.000326872	0.000419143	0.000760531	0.000720847	0.000553054	0.000523064	0.000508714	0.000343784	0.000108278
1495	5.05	1.19	3.69	2.0986	0.14143	1.8545	0.095582	0.007046	1.1351	1.1313	0.0037518	0.000201687	0.000231765	0.000329727	0.000615566	0.000791167	0.001429262	0.001202776	0.000881824	0.000829379	0.000804706	0.000538869	0.000167929
1496	4.75	1.02	4.46	2.4654	0.13494	2.2415	0.081928	0.007046	0.97344	0.96969	0.0037518	0.000150092	0.000172475	0.00024556	0.000457996	0.000589432	0.001075141	0.000985428	0.000746159	0.000704933	0.000685002	0.000459947	0.000144229
1497	4.6	1.45	8.3	4.4266	0.13167	4.1714	0.11647	0.007046	1.3822	1.3785	0.0037518	0.000108846	0.0001264	0.000184301	0.000353341	0.000461575	0.000889045	0.001099946	0.000959978	0.000922957	0.000906634	0.000630734	0.000202747
1498	1.63	0.48	0.57	0.39151	0.059441	0.28647	0.038554	0.007046	0.46008	0.45632	0.0037518	0.000611644	0.000676762	0.000878506	0.001440948	0.001640359	0.002009153	0.00070661	0.000436854	0.000409129	0.000388721	0.000232433	7.02E-05
1499	4.86	1.61	4.03	2.2991	0.13733	2.0254	0.12932	0.007046	1.5343	1.5306	0.0037518	0.000235987	0.000272731	0.00039288	0.000744736	0.000963523	0.001776386	0.001585093	0.001186228	0.001118839	0.001086856	0.000726986	0.000226236
1500	3.61	0.65	4.59	2.4754	0.10934	2.3068	0.052209	0.007046	0.62169	0.61794	0.0037518	0.000106315	0.000121321	0.000170226	0.000310838	0.000396685	0.000709319	0.00064812	0.000492435	0.000467041	0.000452669	0.000297448	9.32E-05
1501	1.7	0.52	4.31	2.2763	0.061389	2.1661	0.041767	0.007046	0.4981	0.49435	0.0037518	9.86E-05	0.000112309	0.000156912	0.000283679	0.000359413	0.00062976	0.000554689	0.00041955	0.00040047	0.000385769	0.000242253	7.54E-05
1502	2.2	0.31	3.49	1.8608	0.074804	1.754	0.0249	0.007046	0.29846	0.29471	0.0037518	9.03E-05	0.000101217	0.000136437	0.000235139	0.000292069	0.00048455	0.000371596	0.000266107	0.000251841	0.000241851	0.000151443	4.66E-05
1503	4.1	0.76	5.13	2.7669	0.12055	2.5782	0.061044	0.007046	0.72627	0.72251	0.0037518	0.000106146	0.000121551	0.00017188	0.000317219	0.000407077	0.00074071	0.000718306	0.000557901	0.00052963	0.000514794	0.000343705	0.000108251
1504	9.85	1.06	10.76	5.736	0.23602	5.4078	0.08514	0.007046	1.0115	1.0077	0.0037518	6.54E-05	7.55E-05	0.000108415	0.000204512	0.00026652	0.000514043	0.000680799	0.00061382	0.000585321	0.000580081	0.000447779	0.000148405
1505	4.25	0.93	3.69	2.0602	0.12392	1.8545	0.074699	0.007046	0.88788	0.88413	0.0037518	0.000168129	0.000192661	0.000272527	0.000504152	0.00064507	0.001151112	0.000959119	0.000703136	0.000663	0.000642128	0.000423453	0.000131938
1506	3.7	0.87	4	2.1987	0.11143	2.0103	0.069879	0.007046	0.83084	0.82709	0.0037518	0.000148687	0.000170476	0.000241552	0.000447089	0.000572336	0.001025265	0.000887362	0.000660681	0.000625146	0.000605336	0.000396143	0.000123598
1507	7.23	1.07	4.92	2.7519	0.18621	2.4727	0.085944	0.007046	1.021	1.0172	0.0037518	0.000140593	0.000161325	0.000228876	0.000426196	0.000549886	0.001014643	0.000967977	0.000738812	0.000693653	0.000677058	0.000477599	0.00015102
1508	10.7	1.51	12.71	6.7676	0.25148	6.3878	0.12128	0.007046	1.4393	1.4355	0.0037518	7.37E-05	8.56E-05	0.000124611	0.000238935	0.000313333	0.000615063	0.000875041	0.000826328	0.000791876	0.000788583	0.000625027	0.00020968
1509	7.7	1.1	8.92	4.7738	0.19542	4.483	0.088353	0.007046	1.0495	1.0457	0.0037518	8.10E-05	9.35E-05	0.000134514	0.000254029	0.000330694	0.000633316	0.000786852	0.000683879	0.000651865	0.000642821	0.000473725	0.000154304
1510	22.33	7.01	16.4	9.2544	0.44198	8.2423	0.56305	0.007046	6.668	6.6642	0.0037518	0.000223417	0.000261861	0.000388817	0.000766156	0.001017829	0.002088432	0.003290533	0.003291079	0.003120862	0.003139235	0.00292292	0.000987602
1511	8.33	1.55	8.61	4.6663	0.20756	4.3272	0.1245	0.007046	1.4773	1.4735	0.0037518	0.000110179	0.000127729	0.000185444	0.000354519	0.000463512	0.000896828	0.001109814	0.000958516	0.000911368	0.000899084	0.000667255	0.000216438
